Complaint Id,Randomized Officer Id,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
201201689,17679,Substantiated (Charges),,,Yes,Forfeit vacation 12 days,Warned and admonished,,Closed: Guilty after trial,11/10/2014,Warned and admonished
201201695,41155,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,05/29/2015,
201201695,53729,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,05/29/2015,
201201695,83157,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,05/29/2015,
201201700,13772,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,11/10/2014,Forfeit vacation 3 days
201201700,87431,Substantiated (Charges),,,Yes,,,Forfeit vacation 2 days,Closed: Resolved by plea,11/10/2014,Forfeit vacation 2 days
201201867,27928,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 5 days,,Closed: Guilty after trial,06/14/2014,Forfeit vacation 5 days
201201892,19781,Substantiated (Instructions),,07/28/2013,No,,,,,,No penalty
201201897,45650,Substantiated (Charges),,08/28/2013,No,,,,,,Command Discipline - B / Instructions
201202113,21604,Substantiated (Charges),,06/28/2013,No,,,,,,Instructions
201202113,56394,Substantiated (Charges),,06/28/2013,No,,,,,,Instructions
201202116,55528,Substantiated (Charges),,07/28/2013,No,,,,,,Instructions
201202116,68536,Substantiated (Charges),,07/28/2013,No,,,,,,Instructions
201202177,32382,Substantiated (Command Discipline),,07/28/2013,No,,,,,,Instructions
201202177,87400,Substantiated (Command Discipline),,07/28/2013,No,,,,,,Command Discipline - B
201202218,41060,Substantiated (Charges),,07/28/2013,No,,,,,,Instructions
201202292,7572,Substantiated (Instructions),,04/28/2013,No,,,,,,No penalty
201202302,10320,Substantiated (Instructions),,07/28/2013,No,,,,,,Command Discipline - B
201202302,53855,Substantiated (Instructions),,07/28/2013,No,,,,,,Command Discipline - B
201202321,12352,Substantiated (Charges),,,Yes,,,Instructions,Closed: Resolved by plea,04/07/2016,Instructions
201202321,58486,Substantiated (Charges),,,Yes,,,Instructions,Closed: Resolved by plea,06/18/2015,Instructions
201202448,6279,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,Forfeit vacation 5 days,,Closed: Guilty after trial,03/04/2015,Reprimand
201202525,61324,Substantiated (Charges),,06/28/2013,No,,,,,,Instructions
201202569,59239,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 5 days,,Closed: Guilty after trial,03/27/2015,Forfeit vacation 5 days
201202587,58218,Substantiated (Command Discipline),,07/28/2013,No,,,,,,Instructions
201202588,35370,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,,,Closed: Not guilty after trial,03/27/2015,
201202601,6124,Substantiated (Charges),,,Yes,,,,Closed: Dismissed by APU,02/02/2015,No penalty
201202601,57304,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,02/02/2015,
201202642,4493,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,11/26/2014,
201202642,29471,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Forfeit vacation 1 days,,Closed: Guilty after trial,11/26/2014,Forfeit vacation 1 days
201202667,55049,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Reprimand,,Closed: Guilty after trial,12/19/2014,Reprimand
201202667,86121,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,12/19/2014,
201202693,59838,Substantiated (Charges),,,Yes,,,Forfeit vacation 5 days,"Closed: Plea set aside, Without discipline",07/23/2014,No penalty
201202695,51986,Substantiated (Instructions),,07/28/2013,No,,,,,,Instructions
201202695,60372,Substantiated (Instructions),,07/28/2013,No,,,,,,Instructions
201202777,22802,Substantiated (Command Discipline),,07/28/2013,No,,,,,,Instructions
201202777,29742,Substantiated (Command Discipline),,07/28/2013,No,,,,,,Command Discipline - B
201202811,32881,Substantiated (Charges),,,Yes,,,Forfeit vacation 7 days,"Closed: Plea set aside, Comm. Disc. B",08/26/2014,Forfeit vacation 3 days / Command Discipline B
201202811,33555,Substantiated (Charges),,,Yes,,,Forfeit vacation 7 days,"Closed: Plea set aside, Comm. Disc. B",08/26/2014,Command Discipline B
201202811,51465,Substantiated (Charges),,,Yes,,,Forfeit vacation 7 days,"Closed: Plea set aside, Comm. Disc. B",08/26/2014,Command Discipline B
201202858,69773,Substantiated (Charges),,07/28/2013,No,,,,,,Command Discipline - B
201202858,70115,Substantiated (Charges),,07/28/2013,No,,,,,,
201202863,46680,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Reprimand,,Closed: Guilty after trial,06/17/2015,Formalized Training / Reprimand
201202863,71185,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,,,Closed: Not guilty after trial,06/17/2015,
201202887,5438,Substantiated (Instructions),,03/28/2013,No,,,,,,Instructions
201202895,86492,Substantiated (Charges),,,Yes,,,Instructions,Closed: Resolved by plea,05/28/2015,Instructions
201202895,86960,Substantiated (Charges),,,Yes,,,Forfeit vacation 5 days,Closed: Resolved by plea,05/28/2015,Forfeit vacation 5 days
201202903,60621,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 8 days,,Closed: Guilty after trial,12/17/2014,Forfeit vacation 4 days
201202924,47598,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,08/26/2014,Formalized Training
201203078,35668,Substantiated (Charges),,07/28/2013,No,,,,,,Instructions
201203126,78420,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Reprimand,,Closed: Guilty after trial,12/11/2014,Reprimand
201203143,55527,Substantiated (Command Discipline),,08/28/2013,No,,,,,,Instructions
201203163,6239,Substantiated (No Recommendations),,01/28/2014,No,,,,,,
201203163,53837,Substantiated (No Recommendations),,01/28/2014,No,,,,,,
201203165,22288,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,"Closed: Plea set aside, Formalized Training",08/26/2014,Formalized Training
201203165,70256,Substantiated (Charges),,,Yes,,,,Closed: Deceased,05/22/2013,No penalty
201203262,35681,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,12/19/2014,
201203262,51195,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,12/19/2014,
201203271,42720,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,,,Closed: Not guilty after trial,06/17/2014,No penalty
201203355,56655,Substantiated (Charges),,,Yes,,,Forfeit vacation 2 days,Closed: Resolved by plea,10/15/2015,Forfeit vacation 2 days
201203461,87537,Substantiated (Command Discipline),,09/28/2013,No,,,,,,Instructions
201203464,32354,Substantiated (Charges),,05/28/2013,No,,,,,,Command Discipline - B
201203464,52161,Substantiated (Charges),,07/28/2013,No,,,,,,Instructions
201203485,11303,Substantiated (Command Discipline),,08/28/2013,No,,,,,,No penalty
201203485,55067,Substantiated (Command Discipline),,08/28/2013,No,,,,,,No penalty
201203655,35675,Substantiated (No Recommendations),,09/28/2013,No,,,,,,No penalty
201203655,41155,Substantiated (No Recommendations),,09/28/2013,No,,,,,,No penalty
201203655,53729,Substantiated (No Recommendations),,09/28/2013,No,,,,,,No penalty
201203747,8379,Substantiated (Instructions),,09/28/2013,No,,,,,,Instructions
201203919,51892,Substantiated (Charges),,,Yes,,,Forfeit vacation 30 days,Closed: Resolved by plea,11/07/2014,Forfeit vacation 30 days
201204111,4330,Substantiated (Command Discipline),,08/28/2013,No,,,,,,Instructions
201204122,19021,Substantiated (Command Discipline),,09/28/2013,No,,,,,,No penalty
201204128,53319,Substantiated (Instructions),,06/28/2013,No,,,,,,Instructions
201204226,33300,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial but Discipline Imposed,06/22/2015,Formalized Training
201204235,20104,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 10 days,,Closed: Guilty after trial,06/27/2016,Forfeit vacation 10 days
201204277,54949,Substantiated (Charges),,05/28/2013,No,,,,,,Instructions
201204318,1880,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,Reprimand,,Closed: Guilty after trial,01/07/2016,Reprimand
201204473,11118,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Forfeit vacation 6 days,,Closed: Guilty after trial,07/27/2015,Forfeit vacation 6 days
201204473,57880,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,Forfeit vacation 4 days,,Closed: Guilty after trial,07/27/2015,Forfeit vacation 4 days
201204520,60876,Substantiated (Charges),,07/28/2013,No,,,,,,Command Discipline - B
201204537,49142,Substantiated (Charges),,,Yes,,,Forfeit vacation 2 days,Closed: Resolved by plea,08/26/2014,Instructions
201204576,55172,Substantiated (Command Discipline),,08/28/2013,No,,,,,,No penalty
201204689,50572,Substantiated (Charges),,08/28/2013,No,,,,,,No penalty
201204689,78409,Substantiated (Charges),,08/28/2013,No,,,,,,Instructions
201204758,52542,Substantiated (Charges),,10/28/2013,No,,,,,,Instructions
201204761,86452,Substantiated (Instructions),,10/28/2013,No,,,,,,Instructions
201204785,10201,Substantiated (Charges),,,Yes,,,Forfeit vacation 7 days,"Closed: Plea set aside, Without discipline",04/14/2016,
201204785,57110,Substantiated (Charges),,,Yes,,,Forfeit vacation 10 days,Closed: Resolved by plea,04/14/2016,Forfeit vacation 10 days
201204955,11554,Substantiated (Charges),,08/28/2013,No,,,,,,No penalty
201205024,23380,Substantiated (Charges),,,Yes,,,Forfeit vacation 4 days,"Closed: Plea set aside, Comm. Disc. B",10/20/2014,Forfeit vacation 10 days / Command Discipline B
201205225,60815,Substantiated (No Recommendations),,09/28/2013,No,,,,,,No penalty
201205296,12118,Substantiated (Charges),,,Yes,,,Forfeit vacation 2 days,Closed: Resolved by plea,02/03/2016,Forfeit vacation 2 days
201205296,73050,Substantiated (Charges),,,Yes,,,Forfeit vacation 15 days,Closed: Resolved by plea,02/04/2016,Forfeit vacation 15 days
201205309,75515,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,06/19/2015,
201205372,74114,Substantiated (Command Discipline),,10/28/2013,No,,,,,,
201205719,47104,Substantiated (Charges),,,Yes,,,,Closed: SOL Expired prior to APU,11/01/2013,No penalty
201205719,79022,Substantiated (Charges),,,Yes,,,,Closed: SOL Expired prior to APU,11/01/2013,No penalty
201205811,33763,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,,,Closed: Not guilty after trial,02/18/2016,
201205811,73147,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,,,Closed: Not guilty after trial,02/18/2016,
201205818,50624,Substantiated (Charges),,,Yes,,,Forfeit vacation 8 days,Closed: Resolved by plea,03/21/2014,Forfeit vacation 10 days
201206163,51273,Substantiated (Charges),,,Yes,,,,Closed: Dismissed by APU,02/12/2015,
201206163,78945,Substantiated (Charges),,,Yes,,,,Closed: Dismissed by APU,02/12/2015,
201206205,46404,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,Forfeit vacation 3 days,,Closed: Guilty after trial,05/27/2015,Forfeit vacation 3 days
201206205,59393,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Forfeit vacation 3 days,,Closed: Guilty after trial,05/27/2015,Forfeit vacation 3 days
201206286,15531,Substantiated (Charges),,,Yes,,,,Closed: Dismissed by APU,06/17/2014,No penalty
201206313,27360,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,06/19/2015,
201206313,64089,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,06/19/2015,
201206370,87279,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,09/22/2015,
201206426,34159,Substantiated (No Recommendations),,11/28/2013,No,,,,,,No penalty
201206426,59994,Substantiated (No Recommendations),,11/28/2013,No,,,,,,No penalty
201206426,60016,Substantiated (No Recommendations),,11/28/2013,No,,,,,,No penalty
201206443,41137,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Forfeit vacation 8 days,,Closed: Guilty after trial,09/21/2015,Forfeit vacation 8 days
201206499,2450,Substantiated (Charges),,,Yes,,,Forfeit vacation 8 days,Closed: Resolved by plea,06/14/2016,Forfeit vacation 3 days
201206499,47204,Substantiated (Charges),,,Yes,,,Instructions,"Closed: Plea set aside, Without discipline",05/24/2016,
201206552,33183,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,11/10/2014,Forfeit vacation 3 days
201206579,8304,Substantiated (No Recommendations),,11/28/2013,No,,,,,,Instructions
201206579,41437,Substantiated (No Recommendations),,11/28/2013,No,,,,,,Instructions
201206660,86935,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,10/10/2014,No penalty
201206745,52418,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Reprimand,,Closed: Guilty after trial,01/30/2015,Reprimand
201206774,70774,Substantiated (Command Discipline),,09/28/2013,No,,,,,,Instructions
201206906,22077,Substantiated (Charges),,,Yes,,,Forfeit vacation 2 days,Closed: Resolved by plea,11/10/2014,Forfeit vacation 2 days
201206906,22209,Substantiated (Charges),,,Yes,,,,Closed: Dismissed by APU,03/23/2015,
201206961,23885,Substantiated (Charges),,10/28/2013,No,,,,,,Instructions
201206968,53719,Substantiated (Command Discipline),,01/28/2014,No,,,,,,Instructions
201207083,31962,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
201207108,6876,Substantiated (Command Discipline),,11/28/2013,No,,,,,,Instructions
201207108,59190,Substantiated (Command Discipline),,11/28/2013,No,,,,,,Instructions
201207140,65911,Substantiated (Command Discipline),,08/28/2013,No,,,,,,No penalty
201207151,80689,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 5 days,,Closed: Guilty after trial,10/13/2015,Forfeit vacation 5 days
201207175,72161,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,Reprimand,,Closed: Guilty after trial,11/10/2014,Instructions
201207181,51512,Substantiated (Charges),,,Yes,Forfeit vacation 3 days,,,Closed: Not guilty after trial,02/26/2015,
201207181,59702,Substantiated (Charges),,,Yes,Forfeit vacation 3 days,,,Closed: Not guilty after trial,02/26/2015,
201207214,47553,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,10/17/2014,Forfeit vacation 3 days
201207229,34639,Substantiated (Charges),,,Yes,,,Forfeit vacation 5 days,Closed: Resolved by plea,09/21/2015,Forfeit vacation 5 days
201207229,51833,Substantiated (Charges),,,Yes,,,Forfeit vacation 2 days,Closed: Resolved by plea,09/21/2015,Forfeit vacation 2 days
201207249,25902,Substantiated (Command Discipline),,09/28/2013,No,,,,,,No penalty
201207361,5638,Substantiated (Charges),,,Yes,,,,"Closed: Previously adjudicated, with discipline",12/04/2014,
201207550,36479,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 5 days,,Closed: Guilty after trial,04/07/2015,Forfeit vacation 3 days
201207550,78679,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 5 days,,Closed: Guilty after trial,04/07/2015,Forfeit vacation 3 days
201207658,38034,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Forfeit vacation 8 days,,"Closed: Trial verdict reversed by PC, Final verdict Not Guilty",12/15/2015,
201207680,33754,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,11/26/2014,No penalty
201207715,42579,Substantiated (Charges),,,Yes,,,Instructions,"Closed: Plea set aside, Instructions",02/02/2015,Instructions
201207715,52112,Substantiated (Charges),,,Yes,,,Instructions,"Closed: Plea set aside, Instructions",02/02/2015,Instructions
201207718,37513,Substantiated (Charges),,,Yes,,,,"Closed: Previously adjudicated, with discipline",07/07/2015,Command Discipline A 5 days
201207718,52016,Substantiated (Charges),,,Yes,,,Forfeit vacation 1 days,Closed: Resolved by plea,09/07/2015,Forfeit vacation 1 days
201207718,52196,Substantiated (Charges),,,Yes,,,,Closed: Dismissed by APU,04/23/2015,
201207783,17679,Substantiated (Instructions),,11/28/2013,No,,,,,,No penalty
201207783,41127,Substantiated (Instructions),,11/28/2013,No,,,,,,Instructions
201207787,53245,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,,,Closed: Not guilty after trial,02/02/2015,
201207787,60675,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,,,Closed: Not guilty after trial,02/02/2015,
201207797,73565,Substantiated (Charges),,,Yes,,,Reprimand,"Closed: Plea set aside, Formalized Training",10/04/2016,Reprimand
201207877,79218,Substantiated (Charges),,11/28/2013,No,,,,,,Instructions
201207978,43451,Substantiated (Charges),,,Yes,Forfeit vacation 30 days,Forfeit vacation 5 days,,Closed: Guilty after trial,02/26/2015,Forfeit vacation 5 days
201208174,58998,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,03/11/2015,
201208174,67883,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Forfeit vacation 2 days,,Closed: Guilty after trial,03/11/2015,Forfeit vacation 2 days
201208424,43783,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Forfeit vacation 10 days,,Closed: Guilty after trial,01/30/2015,Forfeit vacation 10 days
201208424,59598,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 15 days,,Closed: Guilty after trial,01/30/2015,Forfeit vacation 15 days
201208448,25012,Substantiated (Command Discipline),,06/28/2014,No,,,,,,
201208448,51304,Substantiated (Command Discipline),,06/28/2014,No,,,,,,
201208475,20207,Substantiated (Charges),,,Yes,,,Forfeit vacation 10 days,"Closed: Plea set aside, Comm. Disc. B",08/26/2014,Forfeit vacation 5 days / Command Discipline B / Instructions
